File name;[EMPTY] Question001;[EMPTY] Question002;[EMPTY] Question003;[EMPTY] Question004;[EMPTY] Question005;[EMPTY] Question006;[EMPTY] Question007;[EMPTY] Question008;[EMPTY] Question009;[EMPTY] Question010;[EMPTY] Question011;[EMPTY] Question012;[EMPTY] Question013;[EMPTY] Question014;[EMPTY] Question015;[EMPTY] Question016;[EMPTY] Question017;[EMPTY] Question018;[EMPTY] Question019;[EMPTY] Question020;[EMPTY] Question021;[EMPTY] Question022;[EMPTY] Question023;[EMPTY] Question024;[EMPTY] Question025;[EMPTY] Question026;[EMPTY] Question027;[EMPTY] Question078;[EMPTY] Question079;[EMPTY] Question080;[EMPTY] Question081;[EMPTY] Question082;[EMPTY] Question083;[EMPTY] Question084;[EMPTY] Question085;[EMPTY] Question086;[EMPTY] Question087;[EMPTY] Question088;[EMPTY] Question089;[EMPTY] Question090;[EMPTY] Question091;[EMPTY] Question092;[EMPTY] Question093;[EMPTY] Question094;[EMPTY] Question095;[EMPTY] Question096;[EMPTY] Question097;[EMPTY] Question098;[EMPTY] Question099;[EMPTY] Question100;[EMPTY] Question101;[EMPTY] Question102;[EMPTY] Question113;[EMPTY] Question114;[EMPTY] Question115;[EMPTY] Question116;[EMPTY] Question117;[EMPTY] Question118;[EMPTY] Question119;[EMPTY] Question120;[EMPTY] Question121;[EMPTY] Question122;[EMPTY] Question123;[EMPTY] Question124;[EMPTY] Question125;[EMPTY] Question126;[EMPTY] Question127;[EMPTY] Question128;[EMPTY] Question129;[EMPTY] Question130;[EMPTY] Question131;[EMPTY] Question132;[EMPTY] Question133;[EMPTY] Question134;[EMPTY] Question135;[EMPTY] Question136;[EMPTY] Question137;[EMPTY] Question138;[EMPTY] Question139;[EMPTY] Question140;[EMPTY] Question141;[EMPTY] Question142;[EMPTY] Question143;[EMPTY] Question144;[EMPTY] Question145;[EMPTY] Question146;[EMPTY] Question147;[EMPTY] Question148;[EMPTY] Question149;[EMPTY] Question150;[EMPTY] Question151;[EMPTY] Question152;[EMPTY] Question153;[EMPTY] Question154;[EMPTY] Question155;[EMPTY] Question156;[EMPTY] Question157;[EMPTY] Question158;[EMPTY] Question159;[EMPTY] Question160;[EMPTY] Question161;[EMPTY] Question162;[EMPTY] Question163;[EMPTY] Question164;[EMPTY] Question165;[EMPTY] Question166;[EMPTY] Question167;[EMPTY] Question168;[EMPTY] Question169;[EMPTY] Question170;[EMPTY] Question171;[EMPTY] Question172;[EMPTY] Question173;[EMPTY] Question174;[EMPTY] Question175;[EMPTY] Question176;[EMPTY] Question177;[EMPTY] Question178;[EMPTY] Question179;[EMPTY] Question180;[EMPTY] Question181;[EMPTY] Question182;[EMPTY] Question193;[EMPTY] Question194;[EMPTY] Question195;[EMPTY] Question196;[EMPTY] Question197;[EMPTY] Question198;[EMPTY] Question199;[EMPTY] Question200;[EMPTY] Question201;[EMPTY] Question202;[EMPTY] Question203;[EMPTY] Question204;[EMPTY] Question205;[EMPTY] Question206;[EMPTY] Question207;[EMPTY] Question208;[EMPTY] Question209;[EMPTY] Question210;[EMPTY] Question211;[EMPTY] Question212;[EMPTY] Question213;[EMPTY] Question214;[EMPTY] Question215;[EMPTY] Question216;[EMPTY] Question217;[EMPTY] Question218;[EMPTY] Question219;[EMPTY] Question220;[EMPTY] Question221;[EMPTY] Question222
1013 006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3398 026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B;;A;A;;D;D;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;D;;;;;;;;;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1013 005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3398 025;;;B;B;;;;;;;;;;;;;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;D;;;D;D;D;;;;;;;;;;;;;;;;;;;;;;;;;D;;B;;;;;;;;B;;;B;;;;;;;A;;;D;;C;;D;D;D;A;B;C;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1013 004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1013 003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;L;C;;M;W;O;;T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;D;B;;;;;;;;A;;;;;;
1013 002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1013 001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3398 029;;;;;;;;;;;;;;;;;;;;;;;;;;;;I;;R;;N;U;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;D;;;;;;;;;;;;;;;;;;;;;;;;;A;C;;;;;;;;;;;;;;;;;;;;;
3398 028;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3405 001;E;;;S;;U;I;T;;;J;;;;;;;;;;;;;;;;;N;F;I;S;C;B;O;;T;J;;H;;;J;;;O;H;;;;;;;;D;D;C;D;B;B;D;D;D;;B;D;D;D;B;A;;B;;;C;C;D;A;;D;;;A;;;B;A;;;;;;;;;;;B;;;;;;;;;;;A;;;;;;;;;;;;;;;;D;;;;;;;;;;;;;;A;;;C;;;;;;;;;;;
3398 027;E;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;B;D;A;A;A;D;A;A;A;;D;B;B;B;B;B;B;;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;D;D;;A;;A;;;;;;D;;;;;;;;;C;C;D;;C;;C;;A;;;;;;;;;;;;;;;;;;;;
3406 006;D;;;J;L;;T;I;;K;B;;U;;;;;;;;;;;;;;;M;B;M;B;S;B;N;K;B;U;;;;;;;;;;;;;;;;;;A;;A;;;B;;;;A;;B;;B;;A;;;;C;C;C;;D;D;;B;A;;B;D;B;;;B;;A;;;C;;;;;;C;;C;;D;B;C;C;;;;;;;C;B;A;A;B;;;B;B;;D;A;;;;;;;;;B;B;B;;C;C;A;;B;;B;B;B;C;B;;B;A;
3406 005;D;;W;J;O;P;E;;Q;S;B;;;;U;U;;;;;;;;;;;;N;B;E;B;O;M;B;M;;Q;S;B;K;;Q;B;U;;;;;;;;;;;;;;;;;;;;C;D;D;A;D;;;;;;B;D;D;D;D;D;;;;;;D;C;;;;;;;;D;A;;D;;;;;;;;;D;;;;;;;;;;;;;;;;;;D;;;D;D;;;;;;;;;C;;;;B;;;B;A;D;D;;;C;D;
3406 008;;;O;J;L;J;U;;;K;B;U;;;;;;;;;;;;;;;;J;;;B;;M;B;M;;K;B;;;;;;;;;;;;;;;;;;D;;;;;;;;D;;;;B;;;A;A;;A;A;A;C;B;D;C;D;A;;A;D;B;;;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B;;;C;;;D;;D;;C;C;B;C;B;;;;;;C;;;;;;;;
3406 007;D;;;;S;O;N;J;;;;;M;;;;;;;;;;;;;;;E;B;;I;B;;B;U;;;Q;B;S;N;B;S;;;;;;;;;;;D;;A;B;C;;;C;C;;C;D;C;D;B;A;C;A;A;;;D;B;D;B;C;A;B;B;;B;D;D;D;;D;C;A;C;;A;A;D;D;B;B;C;C;C;;B;D;B;;A;;A;B;;;B;B;C;B;D;A;D;A;A;;B;A;C;A;C;B;D;B;A;;C;;C;;B;D;;B;A;;C;B;C;C;D;;B;;
3406 002;D;;;;;;;;;;;H;;O;J;Z;;;;;;;;;;;;I;G;G;B;S;M;B;M;;C;B;;;O;;;B;;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;D;D;B;;;;;;;;;;;;;;;;;;;;A;;;D;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;
3406 001;D;;M;Y;N;O;B;;C;I;B;U;;;;;;;;;;;;;;;;L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;;;;;;;;;;;;;;;;;;;C;;;;;;;;;D;;;D;;;;;;;;;;;D;;;;;;;;D;;;;;;
3406 004;D;;W;J;L;B;T;;Q;S;B;K;B;Q;B;U;;;;;;;;;;;;C;B;M;B;S;B;N;;Q;S;B;K;B;Q;B;U;;;;;;;;;;;;;A;A;C;;;;C;;C;D;D;B;B;B;D;C;D;;D;B;D;D;A;D;A;B;A;;D;;A;A;C;D;A;B;C;;D;A;B;D;A;C;B;C;B;;B;D;D;;C;;;;;;D;;;A;;;;D;D;;B;A;C;A;D;A;A;;D;;B;B;B;D;B;D;B;C;;;B;A;D;A;;;C;A;D
3406 003;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;D;;;;;;
3388 002;;;;;T;;;;;U;;;;;;;;;;;;;;;;;;;;;S;V;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3388 003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3388 001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3388 006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3388 007;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3388 004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3388 005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3388 008;;;Z;;;;;;;;;;;;;;;;;;;;;;;;;S;;N;;T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3388 009;;;;;;;;;;;;;;;;;;;;;;;;;;;;T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3406 020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3406 021;;;B;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;D;C;D;D;C;;;;D;;A;D;;D;;C;B;B;B;;B;B;D;D;;C;C;;;;C;B;B;B;B;;A;;B;;;;;;;;;;;;A;B;D;C;C;;A;B;;;;;;;;A;A;A;A;;B;A;B;B;;;;;;;;;;B;;;;;;;;;;;;;;;
3406 024;E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3406 026;;;T;B;N;;B;U;T;;;S;Z;B;;B;;;;J;;;;;;;;C;I;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;D;;;;D;D;;B;;;;;;;A;;D;D;A;C;C;D;C;;;B;A;;D;C;;A;;;;;;;;;;;;;;D;D;D;D;A;;;;;B;;;C;B;B;A;B;D;;;;;D;B;D;;;;;A;C;A;A;A;B;A;;;;B;;;;;;;;
3406 025;;;T;C;O;N;C;N;;;J;;V;K;;;;;;;;;;;;;;M;C;N;;;C;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;;A;;;;;;;;;;;;D;;;;;
3406 028;E;;L;J;S;B;O;;Q;;B;S;J;I;B;;;;;;;;;;;;;O;;O;;J;;H;I;;;Q;B;;J;I;B;S;;;;;;;;;;;;;;;;;;;;;;A;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3406 027;E;;C;I;B;S;B;;J;;D;I;P;;I;B;O;;;;;;;;;;;Q;J;;;M;B;;;D;;P;V;I;B;O;;;;;;;;;;;;B;;B;;B;;;;B;;B;A;;D;B;B;D;B;D;;D;D;A;A;A;C;A;A;C;;D;B;A;;;B;A;A;A;;D;C;B;;B;;D;C;;;D;D;D;D;A;A;;C;;;D;D;;;B;C;A;;;;D;D;D;;A;D;D;B;;;C;B;A;B;B;B;A;;A;;D;B;B;D;D;B;;;B
3406 029;;;L;;J;T;;O;;;;;M;P;;;;;;;;;;;;;;;;;;;;;;;;;;;;I;;;;;;;;;;;;B;D;D;D;A;D;B;D;A;;A;A;B;D;B;C;;;;;D;B;A;A;C;C;;C;B;;;A;B;D;D;B;C;B;B;;;;A;C;;;;;;;D;B;C;D;C;B;D;C;C;;B;A;D;D;C;;B;D;D;;A;D;A;A;C;A;B;;;;C;;;B;C;C;A;D;D;;;;;;;;;;
3385 003;D;;X;K;U;J;C;N;;;;;;;;;;;;;;;;;;;;I;A;M;A;N;;A;A;;;;;;;;;;;;;;;;;;;;B;D;B;D;B;D;A;D;B;;D;D;B;B;B;B;A;D;A;;D;D;A;A;B;;B;B;A;;A;A;D;C;B;;B;A;D;;A;D;D;A;A;D;;;;;A;D;D;D;A;D;D;B;A;;D;B;A;A;A;B;A;D;A;;D;A;C;B;;B;B;A;C;;D;B;D;D;A;C;;;D;;A;D;;;;;;
3385 004;;;X;K;M;C;U;J;;;;;;;;;;;;;;;;;;;;U;G;;C;T;C;O;;;;;;;;;;;;;;;;;;;;;B;D;B;D;B;D;A;D;B;;D;D;B;B;B;B;C;D;A;;D;D;A;A;B;C;B;B;A;;A;A;D;C;B;B;B;A;D;;A;D;D;A;A;D;;;;;A;D;D;D;A;D;D;B;A;;D;B;A;A;A;B;A;D;A;;D;A;C;B;C;B;B;A;C;;D;B;D;D;A;C;C;A;D;;A;D;D;B;C;A;A;C
3385 005;;;;;K;;;;;;;;;;;;;;;;;;;;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B;;D;;;;C;A;D;D;;;B;;;C;;;;;;;;;A;D;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3406 009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3385 006;D;;;C;N;;C;O;;;;;;;;;;;;;;;;;;;;E;A;;A;;;;A;;;;;;;;;;;;;;;;;;;;B;D;B;D;B;D;A;D;;;D;D;;;B;A;;;A;;B;C;D;C;D;B;D;D;A;;C;C;A;D;C;B;D;;D;;A;;;;;;;;;;D;D;B;D;C;B;B;B;C;;B;B;A;B;C;B;A;B;;;B;C;A;A;D;;B;A;C;;D;;D;D;A;C;;A;;;;;;;;;;
3385 007;;;O;C;J;G;U;J;;;;;;;;;;;;;;;;;;;;D;J;G;T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B;;D;D;;C;;;D;;;;;C;D;;D;B;;D;A;;C;C;A;D;C;;;;D;;A;;;A;;;;;;;D;D;;;D;C;;;C;;B;;;;;;;B;D;;B;C;A;A;D;A;B;A;C;;;B;D;;;C;;A;D;;A;D;D;B;C;A;A;C
3385 008;C;;R;C;P;M;C;L;;E;J;Q;J;C;P;;;;;;;;;;;;;;C;F;;G;;J;;;C;O;;E;J;Q;J;C;P;;;;;;;;;;B;D;B;;B;;A;D;B;;D;D;C;C;D;C;A;;;;;;;;;;;;;;C;C;;D;;;D;;C;;;;D;;;;;;;;C;D;D;A;D;;;;A;;D;B;B;A;;D;;B;A;;C;B;;B;D;;;C;C;;B;B;;;;;;;;;;;;;;;;
3385 009;F;;T;;P;K;;U;Q;N;C;P;M;K;;;;;;;;;;;;;;;;;C;;;A;A;;;;C;;;K;;;;;;;;;;;;;A;B;C;B;C;B;B;B;B;;B;A;D;C;B;A;B;D;A;;D;D;D;B;B;;D;;C;;C;;B;;;;;;;;;;;;;;;;;;A;B;B;A;B;A;B;D;B;;C;B;C;B;C;B;C;D;B;;A;B;;C;A;D;A;B;D;;C;A;C;D;;;;D;;;;;;;;;;
3406 011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3406 015;;;N;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;;;A;B;;;;;A;B;;C;B;D;A;A;A;;C;A;D;B;C;B;;C;;;D;D;B;B;A;A;;;;;;B;;;;;;;;;;;;;C;;B;A;C;;C;B;A;A;A;D;;;;;B;;;;;;;;;;;;;;;;;;
3406 014;;;;;;;K;I;;;;;;;I;;;;;;;;;;;;;;;E;;;;;G;;;O;S;;;;D;L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
3406 013;C;;O;J;;N;B;;;;B;S;N;S;;;;;;;;;;;;;;B;N;C;B;S;B;N;;Q;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3406 012;C;;;;;;;;;;;;;;;;;;;;;;;;;;;O;B;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;;;;;;D;A;;;D;C;D;C;D;;;;;;C;;A;C;B;;;;;;D;D;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B;;C;;;;;;B;;C;B;;;;;;;;B;;;A;D;;A;D
3406 019;;;;;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3406 018;;;N;B;;K;;;;;;;S;;;;;;;;;;;;;;;;T;;;;;;;;;S;;Z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;D;;;C;;;;;;;D;;;;;;;;;;;;;;;;;;;;;;;;;;;D;A;C;A;;;;;;;;;;;;;;B;A;;A;A;;B;;;D;;
3385 002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;D;;;D;D;;;;;;;;;;;;;;C;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;
3406 017;C;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;E;;B;;;B;;;;;;;;;;;;;;;;;;B;D;B;A;C;D;;;;;;A;;A;;;;;;;;D;;B;B;;;B;;;;;;;;;;;;;;;D;B;;;;;;;;;C;B;;;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;;;;;;;;;D;A;;;;
3385 001;;;;;;;;;;;;;;;;;;;;;;;;;;;U;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3406 016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;T;;;;;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
